	1	0.000003
	11	0.000076
	21	0.000286
	31	0.000621
	41	0.000977
	51	0.002326
	61	0.002979
	71	0.004073
	81	0.005111
	91	0.008979
	101	0.010365
	111	0.015388
	121	0.019276
	131	0.022238
	141	0.034135
	151	0.038403
	161	0.042438
	171	0.047806
	181	0.051363
	191	0.099433
	201	0.098509
	211	0.103472
	221	0.154957
	231	0.164923
	241	0.190017
	251	0.208693
	261	0.206606
	271	0.219159
	281	0.256185
	291	0.507231
	301	0.515710
	311	0.545036
	321	0.564317
