	1	0.000004
	31	0.000244
	61	0.001217
	91	0.002687
	121	0.005270
	151	0.009965
	181	0.013440
	211	0.022377
	241	0.035199
	271	0.048270
	301	0.107746
	331	0.149248
	361	0.192564
	391	0.256624
	421	0.309846
	451	0.364512
	481	0.375946
	511	0.410335
	541	1.037524
	571	0.511672
	601	1.132393
	631	1.700618
	661	1.289173
	691	0.974496
	721	1.055373
	751	1.097730
	781	1.401966
	811	1.607082
	841	1.673099
	871	1.870993
	901	2.004515
	931	2.058153
	961	2.294173
	991	2.588319
